timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1657982149636,587,remove_product_from_bucket,200,"Number of samples in transaction : 1, number of failing samples : 0",AddProductWithoutRegistr 1-1,,true,,1923,406,1,3,null,,587,ISO-8859-1,1,0,Bot0FF,5801,396
1657982149586,11158,-99,200,,LogInAndChooseProduct 2-1,text,true,,984,447,1,3,https://www.advantageonlineshopping.com/catalog/api/v1/categories/attributes,,11158,ISO-8859-1,1,0,Bot0FF,0,399
1657982161826,573,-298,200,,AddProductWithoutRegistr 1-1,text,true,,3264,458,1,3,https://advantageonlineshopping.com/,,573,ISO-8859-1,1,0,Bot0FF,0,399
1657982162556,590,-351,200,,RegisterAndRemoveAccount 3-1,text,true,,3264,458,1,3,https://advantageonlineshopping.com/,,590,ISO-8859-1,1,0,Bot0FF,0,389
1657982168201,586,-302,200,,AddProductWithoutRegistr 1-1,,true,,1378,392,1,3,https://advantageonlineshopping.com/services.properties,,586,ISO-8859-1,1,0,Bot0FF,0,386
1657982170597,563,-356,200,,RegisterAndRemoveAccount 3-1,,true,,1378,392,1,3,https://advantageonlineshopping.com/services.properties,,563,ISO-8859-1,1,0,Bot0FF,0,388
1657982172145,600,-100,200,,LogInAndChooseProduct 2-1,text,true,,1154,415,1,3,https://www.advantageonlineshopping.com/app/views/category-page.html,,600,ISO-8859-1,1,0,Bot0FF,0,400
1657982123122,15422,choose_category,200,"Number of samples in transaction : 3, number of failing samples : 0",LogInAndChooseProduct 2-1,,true,,3999,1309,1,3,null,,15422,ISO-8859-1,1,0,Bot0FF,34202,1191
1657982174587,606,-308,200,,AddProductWithoutRegistr 1-1,text,true,,6974,454,1,3,https://advantageonlineshopping.com/catalog/api/v1/DemoAppConfig/parameters/by_tool/ALL,,606,ISO-8859-1,1,0,Bot0FF,0,396
1657982178608,630,-359,200,,RegisterAndRemoveAccount 3-1,text,true,,6974,454,1,3,https://advantageonlineshopping.com/catalog/api/v1/DemoAppConfig/parameters/by_tool/ALL,,629,ISO-8859-1,1,0,Bot0FF,0,417
